Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Fast move (ID),Special move,Special move (ID),Special move 2,Special move 2 (ID),DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),UL Evo,UL Rank (min),UL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,Favorite,BuddyBoosted,Form,ShadowForm,MultiForm?,Dynamax,Height (cm),Weight (g),Height Tag,Catch Date,Catch Level
0,5/7/26 0:03:29,928,미니브,-,?,미니브76,3.0,3.0,58,29,400,75.6,75.6,75.6,7.0,12.0,15.0,1, - , - , - , - , - , - ,0.0,997,997,올리뇨,27,27,올리르바,644,644,Default,,,0,0,?,?,0,2703,1,0,?,?,?,0,?,?
0,5/7/26 0:03:28,113,럭키,-,?,럭키93,27.0,27.0,965,346,4500,93.3,93.3,93.3,15.0,15.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,럭키,4,4,해피너스,2911,2911,Default,,,0,0,?,?,0,2028,1,0,?,?,?,0,?,?
0,5/7/26 0:03:26,294,노공룡,-,?,노공룡69,15.0,15.0,530,108,1900,68.9,68.9,68.9,12.0,7.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,노공룡,1018,1018,폭음룡,931,931,Default,,,0,0,?,?,0,1759,7,0,?,?,?,0,?,?
0,5/7/26 0:03:24,231,코코리,-,?,코코리69,25.0,25.0,763,148,4000,68.9,68.9,68.9,1.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,코리갑,37,37,Default,,,0,0,?,?,0,2074,7,0,?,?,?,0,?,?
0,5/7/26 0:03:22,109,또가스,-,?,또가스38,14.0,14.0,416,60,1600,37.8,37.8,37.8,3.0,12.0,2.0,1, - , - , - , - , - , - ,0.0,1416,1416,또도가스,540,540,또도가스,3224,3224,Default,,,0,0,?,?,0,1077,7,0,?,?,?,0,?,?
0,5/7/26 0:03:21,303,입치트,-,?,입치트91,4.0,4.0,168,38,400,91.1,91.1,91.1,15.0,14.0,12.0,1, - , - , - , - , - , - ,0.0,3247,3247,입치트,2185,2185, - , - , - ,Default,,,0,0,?,?,0,1217,7,0,?,?,?,0,?,?
0,5/7/26 0:03:19,345,릴링,-,?,릴링96,20.0,20.0,733,106,2500,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,릴링,7,7,릴리요,8,8,Default,,,0,0,?,?,0,1492,7,0,?,?,?,0,?,?
0,5/7/26 0:03:18,6,리자몽,-,?,리자몽62,15.0,15.0,1162,103,1900,62.2,62.2,62.2,4.0,10.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,리자몽,1173,1173,리자몽,205,205,Default,,,0,0,?,?,0,596,7,0,?,?,?,0,?,?
0,5/7/26 0:03:16,390,불꽃숭이,-,?,불꽃숭76,8.0,8.0,198,52,800,75.6,75.6,75.6,5.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,572,572,파이숭이,189,189,초염몽,170,170,Default,,,0,0,?,?,0,1113,7,0,?,?,?,0,?,?
0,5/7/26 0:03:14,72,왕눈해,-,?,왕눈해51,4.0,4.0,92,33,400,51.1,51.1,51.1,0.0,12.0,11.0,1, - , - , - , - , - , - ,0.0,315,315,독파리,12,12,독파리,384,384,Default,,,0,0,?,?,0,2019,7,0,?,?,?,0,?,?
0,5/7/26 0:03:13,198,니로우,-,?,니로우40,5.0,5.0,188,44,600,40.0,40.0,40.0,5.0,13.0,0.0,1, - , - , - , - , - , - ,0.0,261,261,니로우,1292,1292,돈크로우,1439,1439,Default,,,0,0,?,?,0,1098,7,0,?,?,?,0,?,?
0,5/7/26 0:03:11,315,로젤리아,-,?,로젤리96,26.0,26.0,1379,103,4000,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,로젤리아,2313,2313,로즈레이드,1396,1396,Default,,,0,0,?,?,0,2119,1,0,?,?,?,0,?,?
0,5/7/26 0:03:09,603,저리릴,-,?,저리릴96,15.0,15.0,730,91,1900,95.6,95.6,95.6,15.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,저리릴,1688,1688,저리더프,2148,2148,Default,,,0,0,?,?,0,2310,1,0,?,?,?,0,?,?
0,5/7/26 0:03:08,216,깜지곰,-,?,깜지곰53,21.0,21.0,708,101,3000,53.3,53.3,53.3,1.0,13.0,10.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,링곰,103,103,Default,,,0,0,?,?,0,1356,7,0,?,?,?,0,?,?
0,5/7/26 0:03:06,527,또르박쥐,-,?,TR또르박69,31.0,31.0,812,130,6000,68.9,68.9,68.9,10.0,7.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,맘박쥐,1983,1983, - , - , - ,Default,,,0,0,?,?,0,2247,1,0,?,?,?,0,?,?
0,5/7/26 0:03:04,856,몸지브림,-,?,몸지브78,15.0,15.0,354,68,1900,77.8,77.8,77.8,15.0,10.0,10.0,1, - , - , - , - , - , - ,0.0,3140,3140,브리무음,1855,1855,브리무음,2834,2834,Default,,,0,0,?,?,0,2528,1,0,?,?,?,0,?,?
0,5/7/26 0:03:03,832,배우르,-,?,배우르91,20.0,20.0,1240,112,2500,91.1,91.1,91.1,15.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,배우르,2661,2661,배우르,27,27,Default,,,0,0,?,?,0,2507,1,0,?,?,?,0,?,?
0,5/7/26 0:03:01,183,마릴,-,?,마릴53,3.0,3.0,24,39,400,53.3,53.3,53.3,2.0,10.0,12.0,1, - , - , - , - , - , - ,0.0,2934,2934,마릴리,454,454, - , - , - ,Default,,,0,0,?,?,0,2058,1,0,?,?,?,0,?,?
0,5/7/26 0:02:59,113,럭키,-,?,럭키78,20.0,20.0,704,295,2500,77.8,77.8,77.8,15.0,12.0,8.0,1, - , - , - , - , - , - ,0.0, - , - ,럭키,88,88,해피너스,3760,3760,Default,,,0,0,?,?,0,2028,1,0,?,?,?,0,?,?
0,5/7/26 0:02:58,924,두리쥐,-,?,두리쥐96,15.0,15.0,378,78,1900,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - , - , - , - ,0.0,3039,3039,파밀리쥐 4,1870,1870, - , - , - ,Default,,,0,0,?,?,0,2700,1,0,?,?,?,0,?,?
0,5/7/26 0:02:56,96,슬리프,-,?,슬리프51,8.0,8.0,197,63,800,51.1,51.1,51.1,1.0,8.0,14.0,1, - , - , - , - , - , - ,0.0,883,883,슬리퍼,109,109, - , - , - ,Default,,,0,0,?,?,0,655,7,0,?,?,?,0,?,?
0,5/7/26 0:02:55,218,마그마그,-,?,마그마64,2.0,2.0,35,21,200,64.4,64.4,64.4,3.0,15.0,11.0,1, - , - , - , - , - , - ,0.0,225,225,마그카르고,416,416, - , - , - ,Default,,,0,0,?,?,0,2068,1,0,?,?,?,0,?,?
0,5/7/26 0:02:52,574,고디탱,-,?,고디탱91,27.0,27.0,722,98,4500,91.1,91.1,91.1,15.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,고디보미,2868,2868,고디모아젤,2258,2258,Default,,,0,0,?,?,0,2289,7,0,?,?,?,0,?,?
0,5/7/26 0:02:51,517,몽나,-,?,몽나91,27.0,27.0,872,135,4500,91.1,91.1,91.1,15.0,14.0,12.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,몽얌나,2595,2595,Default,,,0,0,?,?,0,2237,1,0,?,?,?,0,?,?
0,5/7/26 0:02:48,568,깨봉이,-,?,깨봉이71,1.0,1.0,13,13,200,71.1,71.1,71.1,14.0,10.0,8.0,1, - , - , - , - , - , - ,0.0,3724,3724,더스트나,3229,3229,더스트나,1153,1153,Default,,,0,0,?,?,0,2283,7,0,?,?,?,0,?,?
0,5/7/26 0:02:46,90,셀러,-,?,셀러53,22.0,22.0,606,73,3000,53.3,53.3,53.3,6.0,3.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,파르셀,309,309,파르셀,1516,1516,Default,,,0,0,?,?,0,1059,7,0,?,?,?,0,?,?
0,5/7/26 0:02:44,65,후딘,-,?,TR후딘60,33.0,33.0,2595,112,7000,60.0,60.0,60.0,10.0,13.0,4.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,732,7,0,?,?,?,0,?,?
0,5/7/26 0:02:43,366,진주몽,-,?,진주몽33,11.0,11.0,346,49,1300,33.3,33.3,33.3,7.0,7.0,1.0,1, - , - , - , - , - , - ,0.0,3648,3648,분홍장이,3046,3046,분홍장이,2524,2524,Default,,,0,0,?,?,0,2148,1,0,?,?,?,0,?,?
0,5/7/26 0:02:41,133,이브이,-,?,이브이33,6.0,6.0,151,47,600,33.3,33.3,33.3,6.0,6.0,3.0,1, - , - , - , - , - , - ,0.0,1712,1712,쥬피썬더,750,750,에브이,2069,2069,Default,,,0,0,?,?,0,2036,1,0,?,?,?,0,?,?
0,5/7/26 0:02:40,43,뚜벅쵸,-,?,뚜벅쵸89,23.0,23.0,785,90,3500,88.9,88.9,88.9,12.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,뚜벅쵸,40,40,아르코,58,58,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/7/26 0:02:38,361,눈꼬마,-,?,눈꼬마96,15.0,15.0,377,78,1900,95.6,95.6,95.6,15.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,2897,2897,얼음귀신,1507,1507,얼음귀신,8,8,Default,,,0,0,?,?,0,2146,7,0,?,?,?,0,?,?
0,5/7/26 0:02:36,546,소미안,-,?,소미안49,22.0,22.0,356,80,3000,48.9,48.9,48.9,1.0,13.0,8.0,1, - , - , - , - , - , - ,0.0,296,296,엘풍,45,45, - , - , - ,Default,,,0,0,?,?,0,2266,1,0,?,?,?,0,?,?
0,5/7/26 0:02:35,919,콩알뚜기,-,?,콩알뚜22,4.0,4.0,47,29,400,22.2,22.2,22.2,3.0,0.0,7.0,1, - , - , - , - , - , - ,0.0,2255,2255,엑스레그,2126,2126,엑스레그,3848,3848,Default,,,0,0,?,?,0,2695,1,0,?,?,?,0,?,?
0,5/7/26 0:02:33,667,레오꼬,-,?,레오꼬53,21.0,21.0,757,102,3000,53.3,53.3,53.3,0.0,14.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,레오꼬,1440,1440,화염레오 ♂,8,8,Default,,,0,0,?,?,0,2360,1,0,?,?,?,0,?,?
0,5/7/26 0:02:32,133,이브이,-,?,이브이93,15.0,15.0,454,82,1900,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,1594,1594,에브이,1600,1600,블래키,13,13,Default,,,0,0,?,?,0,2036,1,0,?,?,?,0,?,?
0,5/7/26 0:02:30,21,깨비참,-,?,깨비참44,14.0,14.0,270,64,1600,44.4,44.4,44.4,11.0,0.0,9.0,1, - , - , - , - , - , - ,0.0,3873,3873,깨비드릴조,3733,3733, - , - , - ,Default,,,0,0,?,?,0,2009,1,0,?,?,?,0,?,?
0,5/7/26 0:02:28,595,파쪼옥,-,?,파쪼옥91,21.0,21.0,604,91,3000,91.1,91.1,91.1,15.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,전툴라,1123,1123,전툴라,37,37,Default,,,0,0,?,?,0,2302,7,0,?,?,?,0,?,?
0,5/7/26 0:02:27,595,파쪼옥,-,?,파쪼옥22,3.0,3.0,62,31,400,22.2,22.2,22.2,3.0,0.0,7.0,1, - , - , - , - , - , - ,0.0,2351,2351,전툴라,2090,2090, - , - , - ,Default,,,0,0,?,?,0,2302,7,0,?,?,?,0,?,?
0,5/7/26 0:02:24,885,드라꼰,-,?,드라꼰89,20.0,20.0,428,65,2500,88.9,88.9,88.9,15.0,15.0,10.0,1, - , - , - , - , - , - ,0.0,2686,2686,드래런치,2530,2530,드래펄트,1344,1344,Default,,,0,0,?,?,0,2548,1,0,?,?,?,0,?,?
0,5/7/26 0:02:23,617,어지리더,-,?,어지리93,29.0,29.0,2002,146,5000,93.3,93.3,93.3,14.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,어지리더,1305,1305,Default,,,0,0,?,?,0,2322,7,0,?,?,?,0,?,?
0,5/7/26 0:02:22,147,미뇽,-,?,미뇽89,25.0,25.0,696,89,4000,88.9,88.9,88.9,12.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,신뇽,1734,1734, - , - , - ,Default,,,0,0,?,?,0,621,7,0,?,?,?,0,?,?
0,5/7/26 0:02:20,387,모부기,-,?,모부기67,17.0,17.0,516,88,2200,66.7,66.7,66.7,2.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,수풀부기,8,8,토대부기,116,116,Default,,,0,0,?,?,0,753,7,0,?,?,?,0,?,?
0,5/7/26 0:02:18,328,톱치,-,?,톱치91,20.0,20.0,715,84,2500,91.1,91.1,91.1,13.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,비브라바,15,15,플라이곤,1491,1491,Default,,,0,0,?,?,0,984,7,0,?,?,?,0,?,?
0,5/7/26 0:02:16,309,썬더라이,-,?,썬더라89,16.0,16.0,429,71,1900,88.9,88.9,88.9,14.0,12.0,14.0,1, - , - , - , - , - , - ,0.0,2046,2046,썬더볼트,2703,2703,썬더볼트,470,470,Default,,,0,0,?,?,0,1558,7,0,?,?,?,0,?,?
0,5/7/26 0:02:14,759,포곰곰,-,?,포곰곰93,18.0,18.0,684,105,2200,93.3,93.3,93.3,13.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,포곰곰,11,11,이븐곰,2464,2464,Default,,,0,0,?,?,0,2439,7,0,?,?,?,0,?,?
0,5/7/26 0:02:13,895,레지드래고,-,?,레지드93,20.0,20.0,1687,246,2500,93.3,93.3,93.3,14.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,레지드래고,1752,1752,Default,,,0,0,?,?,0,2554,1,0,?,?,?,0,?,?
0,5/7/26 0:02:12,143,잠만보,-,?,잠만보93,20.0,20.0,1835,204,2500,93.3,93.3,93.3,15.0,15.0,12.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,잠만보,2607,2607,Default,,,0,0,?,?,0,618,7,0,?,?,?,0,?,?
0,5/7/26 0:02:10,582,바닐프티,-,?,바닐프62,15.0,15.0,393,66,1900,62.2,62.2,62.2,2.0,11.0,15.0,1, - , - , - , - , - , - ,0.0,56,56,바닐리치,156,156,배바닐라,96,96,Default,,,0,0,?,?,0,2295,1,0,?,?,?,0,?,?
0,5/7/26 0:02:08,81,코일,-,?,코일33,4.0,4.0,124,24,400,33.3,33.3,33.3,9.0,2.0,4.0,1, - , - , - , - , - , - ,0.0,3239,3239,자포코일,3538,3538,레어코일,3150,3150,Default,,,0,0,?,?,0,1053,7,0,?,?,?,0,?,?
0,5/7/26 0:02:07,333,파비코,-,?,파비코98,9.0,9.0,209,56,1000,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,3380,3380,파비코리,2937,2937,파비코리,3,3,Default,,,0,0,?,?,0,2128,7,0,?,?,?,0,?,?
0,5/7/26 0:02:05,559,곤율랭,-,?,TR곤율랭82,34.0,34.0,1216,114,7000,82.2,82.2,82.2,14.0,9.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,곤율랭,169,169,곤율거니,219,219,Default,,,0,0,?,?,0,2276,1,0,?,?,?,0,?,?
0,5/7/26 0:02:04,207,글라이거,-,?,글라이49,2.0,2.0,72,29,200,48.9,48.9,48.9,0.0,9.0,13.0,1, - , - , - , - , - , - ,0.0,92,92,글라이거,99,99,글라이온,127,127,Default,,,0,0,?,?,0,1309,7,0,?,?,?,0,?,?
0,5/7/26 0:02:02,130,갸라도스,-,?,갸라도89,15.0,15.0,1434,118,1900,88.9,88.9,88.9,14.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,갸라도스,1694,1694,갸라도스,1897,1897,Default,,,0,0,?,?,0,672,7,0,?,?,?,0,?,?
0,5/7/26 0:02:00,25,피카츄,-,?,피카츄64,5.0,5.0,112,35,600,64.4,64.4,64.4,3.0,13.0,13.0,1, - , - , - , - , - , - ,0.0,1061,1061,라이츄,391,391,라이츄,661,661,Default,,,0,0,?,?,0,1242,1,1,?,?,?,0,?,?
0,5/7/26 0:01:58,884,두랄루돈,-,?,두랄루84,15.0,15.0,1290,94,1900,84.4,84.4,84.4,15.0,13.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,두랄루돈,3515,3515,두랄루돈,2373,2373,Default,,,0,0,?,?,0,2547,1,0,?,?,?,0,?,?
0,5/7/26 0:01:55,183,마릴,-,?,마릴53,20.0,20.0,224,106,2500,53.3,53.3,53.3,10.0,8.0,6.0,1, - , - , - , - , - , - ,0.0,1425,1425,마릴리,2870,2870, - , - , - ,Default,,,0,0,?,?,0,2058,1,0,?,?,?,0,?,?
0,5/7/26 0:01:53,39,푸린,-,?,푸린60,13.0,13.0,224,127,1600,60.0,60.0,60.0,1.0,13.0,13.0,1, - , - , - , - , - , - ,0.0,32,32,푸크린,29,29, - , - , - ,Default,,,0,0,?,?,0,2013,1,0,?,?,?,0,?,?
0,5/7/26 0:01:52,595,파쪼옥,-,?,파쪼옥22,4.0,4.0,90,35,400,22.2,22.2,22.2,9.0,0.0,1.0,1, - , - , - , - , - , - ,0.0,3744,3744,전툴라,4059,4059, - , - , - ,Default,,,0,0,?,?,0,2302,7,0,?,?,?,0,?,?
0,5/7/26 0:01:50,923,빠르모트,-,?,빠르모71,21.0,21.0,1497,114,3000,71.1,71.1,71.1,2.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,빠르모트,1,1,빠르모트,19,19,Default,,,0,0,?,?,0,2699,1,0,?,?,?,0,?,?
0,5/7/26 0:01:49,92,고오스,-,?,고오스18,2.0,2.0,44,18,200,17.8,17.8,17.8,1.0,0.0,7.0,1, - , - , - , - , - , - ,0.0,1939,1939,팬텀,1863,1863,팬텀,2459,2459,Default,,,0,0,?,?,0,2025,7,0,?,?,?,0,?,?
0,5/7/26 0:01:47,921,빠모,-,?,빠모71,3.0,3.0,41,30,400,71.1,71.1,71.1,4.0,13.0,15.0,1, - , - , - , - , - , - ,0.0,169,169,빠르모트,10,10,빠르모트,235,235,Default,,,0,0,?,?,0,2697,1,0,?,?,?,0,?,?
0,5/7/26 0:01:45,60,발챙이,-,?,발챙이93,4.0,4.0,85,34,400,93.3,93.3,93.3,14.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,1002,1002,슈륙챙이,331,331,강챙이,2275,2275,Default,,,0,0,?,?,0,642,7,0,?,?,?,0,?,?
0,5/7/26 0:01:44,81,코일,-,?,코일96,15.0,15.0,578,54,1900,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,코일,32,32,레어코일,1040,1040,Default,,,0,0,?,?,0,1053,7,0,?,?,?,0,?,?
0,5/7/26 0:01:42,171,랜턴,-,?,랜턴60,28.0,28.0,1500,199,4500,60.0,60.0,60.0,0.0,13.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,랜턴,1,1, - , - , - ,Default,,,0,0,?,?,0,2050,1,0,?,?,?,0,?,?
0,5/7/26 0:01:41,876,에써르 ♀,-,?,에써♀89,20.0,20.0,1348,109,2500,88.9,88.9,88.9,14.0,14.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,에써르 ♀,2207,2207,에써르 ♀,1149,1149,Default,,,0,0,?,?,0,1673,1,0,?,?,?,0,?,?
0,5/7/26 0:01:39,921,빠모,-,?,TR빠모36,30.0,30.0,444,95,5000,35.6,35.6,35.6,1.0,12.0,3.0,1, - , - , - , - , - , - ,0.0,381,381, - , - , - ,빠르모트,812,812,Default,,,0,0,?,?,0,2697,1,0,?,?,?,0,?,?
0,5/7/26 0:01:37,557,돌살이,-,?,돌살이71,6.0,6.0,185,48,600,71.1,71.1,71.1,6.0,13.0,13.0,1, - , - , - , - , - , - ,0.0,333,333,암팰리스,1184,1184,암팰리스,553,553,Default,,,0,0,?,?,0,2274,7,0,?,?,?,0,?,?
0,5/7/26 0:01:35,519,콩둘기,-,?,콩둘기73,1.0,1.0,11,13,200,73.3,73.3,73.3,9.0,14.0,10.0,1, - , - , - , - , - , - ,0.0,1393,1393,켄호로우,215,215,켄호로우,664,664,Default,,,0,0,?,?,0,2239,7,0,?,?,?,0,?,?
0,5/7/26 0:01:34,520,유토브,-,?,유토브93,15.0,15.0,612,88,1900,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,유토브,868,868,켄호로우,1121,1121,Default,,,0,0,?,?,0,2240,7,0,?,?,?,0,?,?
0,5/7/26 0:01:32,449,히포포타스,-,?,히포포53,11.0,11.0,373,80,1300,53.3,53.3,53.3,0.0,12.0,12.0,1, - , - , - , - , - , - ,0.0,135,135,하마돈,4,4,하마돈,109,109,Default,,,0,0,?,?,0,1134,7,0,?,?,?,0,?,?
0,5/7/26 0:01:29,543,마디네,-,?,마디네84,6.0,6.0,113,36,600,84.4,84.4,84.4,15.0,10.0,13.0,1, - , - , - , - , - , - ,0.0,2727,2727,펜드라,3053,3053,펜드라,2132,2132,Default,,,0,0,?,?,0,2263,7,0,?,?,?,0,?,?
0,5/7/26 0:01:27,170,초라기,-,?,초라기96,24.0,24.0,762,127,3500,95.6,95.6,95.6,15.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,랜턴,2881,2881,랜턴,9,9,Default,,,0,0,?,?,0,2049,1,0,?,?,?,0,?,?
0,5/7/26 0:01:25,170,초라기,-,?,초라기69,29.0,29.0,839,139,5000,68.9,68.9,68.9,5.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,0,0,?,?,0,2049,1,0,?,?,?,0,?,?
0,5/7/26 0:01:22,170,초라기,-,?,초라기49,25.0,25.0,689,130,4000,48.9,48.9,48.9,5.0,2.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,랜턴,890,890, - , - , - ,Default,,,0,0,?,?,0,2049,1,0,?,?,?,0,?,?
0,5/7/26 0:01:20,21,깨비참,-,?,깨비참60,13.0,13.0,258,65,1600,60.0,60.0,60.0,6.0,6.0,15.0,1, - , - , - , - , - , - ,0.0,961,961,깨비드릴조,2160,2160, - , - , - ,Default,,,0,0,?,?,0,2009,1,0,?,?,?,0,?,?
0,5/7/26 0:01:19,692,완철포,-,?,완철포91,15.0,15.0,459,78,1900,91.1,91.1,91.1,15.0,11.0,15.0,1, - , - , - , - , - , - ,0.0,3147,3147,블로스터,1656,1656,블로스터,1917,1917,Default,,,0,0,?,?,0,2379,1,0,?,?,?,0,?,?
0,5/7/26 0:01:15,659,파르빗,-,?,파르빗60,16.0,16.0,208,67,1900,60.0,60.0,60.0,2.0,14.0,11.0,1, - , - , - , - , - , - ,0.0,133,133,파르토,80,80, - , - , - ,Default,,,0,0,?,?,0,2355,7,0,?,?,?,0,?,?
0,5/7/26 0:01:14,403,꼬링크,-,?,꼬링크31,8.0,8.0,160,51,800,31.1,31.1,31.1,3.0,2.0,9.0,1, - , - , - , - , - , - ,0.0,1456,1456,렌트라,1587,1587,렌트라,2010,2010,Default,,,0,0,?,?,0,1913,7,0,?,?,?,0,?,?
0,5/7/26 0:01:12,592,탱그릴 ♂,-,?,탱그♂80,15.0,15.0,518,80,1900,80.0,80.0,80.0,13.0,14.0,9.0,1, - , - , - , - , - , - ,0.0, - , - ,탱그릴 ♂,161,161,탱탱겔 ♂,487,487,Default,,,0,0,?,?,0,1238,1,1,?,?,?,0,?,?
0,5/7/26 0:01:10,613,코고미,-,?,코고미87,15.0,15.0,442,83,1900,86.7,86.7,86.7,14.0,10.0,15.0,1, - , - , - , - , - , - ,0.0,1233,1233,툰베어,953,953,툰베어,2933,2933,Default,,,0,0,?,?,0,1996,1,0,?,?,?,0,?,?
0,5/7/26 0:01:09,43,뚜벅쵸,-,?,TR뚜벅쵸84,34.0,34.0,1069,108,7000,84.4,84.4,84.4,8.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,냄새꼬,479,479,아르코,11,11,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/7/26 0:01:07,25,피카츄,-,?,피카츄89,15.0,15.0,393,64,1900,88.9,88.9,88.9,15.0,12.0,13.0,1, - , - , - , - , - , - ,0.0,1747,1747,라이츄,3494,3494,라이츄,48,48,Default,,,0,0,?,?,0,1242,1,1,?,?,?,0,?,?
0,5/7/26 0:01:06,82,레어코일,-,?,레어코67,15.5,15.5,1031,79,1900,66.7,66.7,66.7,0.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,레어코일,1,1,레어코일,1,1,Default,,,0,0,?,?,0,1056,7,0,?,?,?,0,?,?
0,5/7/26 0:01:04,778,따라큐,-,?,!따라큐100,15.0,15.0,954,83,1900,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,따라큐,1108,1108,따라큐,18,18,Default,,,0,0,?,?,0,2001,1,1,?,?,?,0,?,?
0,5/7/26 0:01:02,982,노고고치 3,-,?,!노고고100,20.0,20.0,1565,169,2500,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,노고고치 3,2259,2259,Default,,,0,0,?,?,0,2655,1,1,?,?,?,0,?,?
0,5/7/26 0:00:59,56,망키,-,?,망키51,10.0,10.0,292,56,1000,51.1,51.1,51.1,1.0,9.0,13.0,1, - , - , - , - , - , - ,0.0,98,98,성원숭,133,133,저승갓숭,38,38,Default,,,0,0,?,?,0,2017,7,0,?,?,?,0,?,?
0,5/7/26 0:00:57,548,치릴리,-,?,치릴리64,8.0,8.0,214,53,800,64.4,64.4,64.4,15.0,0.0,14.0,1, - , - , - , - , - , - ,0.0,4009,4009,드레디어,2840,2840,드레디어,3871,3871,Default,,,0,0,?,?,0,2268,1,0,?,?,?,0,?,?
0,5/7/26 0:00:56,26,라이츄 알로라,-,?,라이츄93,15.0,15.0,971,87,1900,93.3,93.3,93.3,15.0,13.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,라이츄 알로라,1496,1496,라이츄 알로라,357,357,Default,,,0,0,?,?,0,401,1,0,?,?,?,0,?,?
0,5/7/26 0:00:54,56,망키,-,?,망키60,8.0,8.0,236,49,800,60.0,60.0,60.0,2.0,14.0,11.0,1, - , - , - , - , - , - ,0.0,68,68,성원숭,123,123,저승갓숭,74,74,Default,,,0,0,?,?,0,2017,7,0,?,?,?,0,?,?
0,5/7/26 0:00:52,434,스컹뿡,-,?,스컹뿡93,15.0,15.0,489,88,1900,93.3,93.3,93.3,15.0,15.0,12.0,1, - , - , - , - , - , - ,0.0,3204,3204,스컹탱크,3185,3185,스컹탱크,692,692,Default,,,0,0,?,?,0,1315,7,0,?,?,?,0,?,?
0,5/7/26 0:00:51,147,미뇽,-,?,미뇽53,20.0,20.0,512,77,2500,53.3,53.3,53.3,9.0,6.0,9.0,1, - , - , - , - , - , - ,0.0, - , - ,신뇽,2285,2285,망나뇽,3452,3452,Default,,,0,0,?,?,0,621,7,0,?,?,?,0,?,?
0,5/7/26 0:00:49,343,오뚝군,-,?,오뚝군44,17.0,17.0,335,69,2200,44.4,44.4,44.4,10.0,4.0,6.0,1, - , - , - , - , - , - ,0.0,3283,3283,점토도리,3741,3741, - , - , - ,Default,,,0,0,?,?,0,2138,7,0,?,?,?,0,?,?
